id,lang,time,timestamp,status_display,runtime,url,is_pending,title,memory,code,compare_result
378037716,javascript,"23 hours, 10 minutes",1596917413,Accepted,116 ms,/submissions/detail/378037716/,Not Pending,Repeated Substring Pattern,44.9 MB,"/**
 * @param {string} s
 * @return {boolean}
 */
var repeatedSubstringPattern = function(s) {
  for(i=1;i<=Math.floor(s.length/2);++i) if(s.length % i===0) {
    if(s.match(new RegExp(s.substring(0,i), ""g"")).join``.length === s.length) return true;
  }  
  return false;
};",111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
378036967,javascript,"23 hours, 12 minutes",1596917283,Time Limit Exceeded,N/A,/submissions/detail/378036967/,Not Pending,Repeated Substring Pattern,N/A,"/**
 * @param {string} s
 * @return {boolean}
 */
var repeatedSubstringPattern = function(s) {
  for(i=1;i<=s.length-1;++i) {
    if(s.match(new RegExp(s.substring(0,i), ""g"")).join``.length === s.length) return true;
  }  
  return false;
};",111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000000000000000000000000000000000
378035179,javascript,"23 hours, 17 minutes",1596916981,Accepted,324 ms,/submissions/detail/378035179/,Not Pending,Repeated String Match,37.3 MB,"/**
 * @param {string} A
 * @param {string} B
 * @return {number}
 */
var repeatedStringMatch = function(A, B) {
  let ans=-1;
  for(let s=0;s<A.length;++s) {
    let nrep = 1;
    let i=s;
    let ok = true;
    for(let j=0;j<B.length;++j) {
      if(A[i] !== B[j]) {
        ok = false;
        break;
      }
      if(++i === A.length) {
        nrep++;
        i = 0;
      }
    }
    if(ok) {
      if(i===0) nrep--;
      if(ans===-1||nrep<ans) ans=nrep;
    }
  }
  return ans;
};",1111111111111111111111111111111111111111111111111111111
378034739,javascript,"23 hours, 19 minutes",1596916906,Wrong Answer,N/A,/submissions/detail/378034739/,Not Pending,Repeated String Match,N/A,"/**
 * @param {string} A
 * @param {string} B
 * @return {number}
 */
var repeatedStringMatch = function(A, B) {
  let ans=-1;
  for(let s=0;s<A.length;++s) {
    let nrep = 1;
    let i=s;
    let ok = true;
    for(let j=0;j<B.length;++j) {
      if(A[i] !== B[j]) {
        ok = false;
        break;
      }
      if(++i === A.length) {
        nrep++;
        i = 0;
      }
    }
    if(ok) {
      if(ans===-1||nrep<ans) ans=nrep;
    }
  }
  return ans;
};",1001100111111111101010101011101111111111111110010011011
377982129,javascript,"1 day, 1 hour",1596908635,Accepted,120 ms,/submissions/detail/377982129/,Not Pending,Count Largest Group,43.6 MB,"/**
 * @param {number} n
 * @return {number}
 */
var countLargestGroup = function(n) {
  let d={};
  let maxi=0;
  for(let i=1;i<=n;++i) {
    const s=(""""+i).split``.reduce((a,c)=>a+(+c),0);
    d[s]=1+(d[s]||0);
    maxi=Math.max(maxi, d[s]);
  }
  return Object.keys(d).filter(i=>d[i]===maxi).length;
};",111111111111111111111111111111111111111111111111111111111111111111111111111
377977394,javascript,"1 day, 1 hour",1596907907,Accepted,80 ms,/submissions/detail/377977394/,Not Pending,Find Positive Integer Solution for a Given Equation,37.2 MB,"/**
 * // This is the CustomFunction's API interface.
 * // You should not implement it, or speculate about its implementation
 * function CustomFunction() {
 *     @param {integer, integer} x, y
 *     @return {integer}
 *     this.f = function(x, y) {
 *         ...
 *     };
 * };
 */

/**
 * @param {CustomFunction} customfunction
 * @param {integer} z
 * @return {integer[][]}
 */
var findSolution = function(f, z) {
  let ans=[];
  for(let x=1;f.f(x,1)<=z;++x) {
    for(let y=1;f.f(x,y)<=z;++y) {
      if(f.f(x,y)===z) ans.push([x,y]);
    }
  }
  return ans;
};",111111111111111111111111111111111111111111111
377972982,javascript,"1 day, 2 hours",1596907208,Accepted,132 ms,/submissions/detail/377972982/,Not Pending,Maximum Score After Splitting a String,43.6 MB,"/**
 * @param {string} s
 * @return {number}
 */
var maxScore = function(s) {
  let ans=0;
  
  const score = (s,t) => s.split``.map(x=>x===t).filter(x=>x).length;
  
  for(let i=1;i<s.length;++i) {
    ans=Math.max(ans, score(s.substring(0,i),""0"")+score(s.substring(i,s.length),""1""));
  }
  return ans;
};",1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
377972682,javascript,"1 day, 2 hours",1596907163,Wrong Answer,N/A,/submissions/detail/377972682/,Not Pending,Maximum Score After Splitting a String,N/A,"/**
 * @param {string} s
 * @return {number}
 */
var maxScore = function(s) {
  let ans=0;
  
  const score = (s,t) => s.split``.map(x=>x===t).filter(x=>x).length;
  
  for(let i=1;i<s.length-1;++i) {
    ans=Math.max(ans, score(s.substring(0,i),""0"")+score(s.substring(i,s.length),""1""));
  }
  return ans;
};",1111111000111110011101111111111111111111111111111001111111111111111111011111111111111111111111111111011
377970620,javascript,"1 day, 2 hours",1596906840,Accepted,84 ms,/submissions/detail/377970620/,Not Pending,Consecutive Characters,37.6 MB,"/**
 * @param {string} s
 * @return {number}
 */
var maxPower = function(s) {
  let ans=0;
  let cur=0;
  let pre="""";
  for(let x of s) {
    if(pre!==x) {
      cur=1;
      pre=x;
    } else {
      cur++;
    }
    ans=Math.max(ans, cur);
  }
  return ans;
};",111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
377969772,javascript,"1 day, 2 hours",1596906704,Accepted,84 ms,/submissions/detail/377969772/,Not Pending,String Matching in an Array,39.4 MB,"/**
 * @param {string[]} words
 * @return {string[]}
 */
var stringMatching = function(W) {
  const n=W.length;
  let ans=[];
  for(let i=0;i<n;++i) {
    let ok = false;
    for(let j=0;j<n;++j) if(i!==j) {
      if(W[j].match(W[i])!==null) ok = true;
    }
    if(ok) ans.push(W[i]);
  }
  return ans;
};",111111111111111111111111111111111111111111111111111111111111111111
377969341,javascript,"1 day, 2 hours",1596906635,Wrong Answer,N/A,/submissions/detail/377969341/,Not Pending,String Matching in an Array,N/A,"/**
 * @param {string[]} words
 * @return {string[]}
 */
var stringMatching = function(W) {
  const n=W.length;
  let ans=[];
  for(let i=0;i<n;++i) for(let j=0;j<n;++j) if(i!==j) {
    if(W[i].match(W[j])!==null) ans.push(W[j]);
  }
  return ans;
};",111010000100000000000000000000000000000000000000000000000000000000
377967792,javascript,"1 day, 2 hours",1596906377,Accepted,72 ms,/submissions/detail/377967792/,Not Pending,Generate a String With Characters That Have Odd Counts,37 MB,"/**
 * @param {number} n
 * @return {string}
 */

// 1 : a
// 2 : ab
// 3 : aaa
// 4 : aaab
// 5 : aaabc
// 6 : aaaaab
// 7 : aaaaaaa
// 8 : aaaaaaab
// 9 : aaa

var generateTheString = function(n) {
  return n%2 ? ""a"".repeat(n) : ""a"".repeat(n-1) + ""b"";
};",1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
377780024,javascript,"1 day, 11 hours",1596874175,Accepted,100 ms,/submissions/detail/377780024/,Not Pending,Path Sum III,41.9 MB,"/**
 * Definition for a binary tree node.
 * function TreeNode(val, left, right) {
 *     this.val = (val===undefined ? 0 : val)
 *     this.left = (left===undefined ? null : left)
 *     this.right = (right===undefined ? null : right)
 * }
 */
/**
 * @param {TreeNode} root
 * @param {number} sum
 * @return {number}
 */
var pathSum = function(root, S) {
  let ans = 0;
  let d = {0:1};
  function go(node, sum) {
    if(node===null) return;
    sum += node.val;
    ans += (d[sum-S]||0);
    d[sum] = 1+(d[sum]||0);
    go(node.left, sum);
    go(node.right, sum);
    d[sum]--;
  }
  
  go(root, 0);
  return ans;
};",111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
377779721,javascript,"1 day, 11 hours",1596874115,Wrong Answer,N/A,/submissions/detail/377779721/,Not Pending,Path Sum III,N/A,"/**
 * Definition for a binary tree node.
 * function TreeNode(val, left, right) {
 *     this.val = (val===undefined ? 0 : val)
 *     this.left = (left===undefined ? null : left)
 *     this.right = (right===undefined ? null : right)
 * }
 */
/**
 * @param {TreeNode} root
 * @param {number} sum
 * @return {number}
 */
var pathSum = function(root, S) {
  let ans = 0;
  let d = {0:1};
  function go(node, sum) {
    if(node===null) return;
    sum += node.val;
    d[sum-S] && ans++;
    d[sum] = 1+(d[sum]||0);
    go(node.left, sum);
    go(node.right, sum);
    d[sum]--;
  }
  
  go(root, 0);
  return ans;
};",111111111111111111101011111111011111111111111011111111111111111111101111111111111111111111111111111111111111111111100010001111
377761209,javascript,"1 day, 12 hours",1596870626,Accepted,112 ms,/submissions/detail/377761209/,Not Pending,Path Sum III,40.2 MB,"/**
 * Definition for a binary tree node.
 * function TreeNode(val, left, right) {
 *     this.val = (val===undefined ? 0 : val)
 *     this.left = (left===undefined ? null : left)
 *     this.right = (right===undefined ? null : right)
 * }
 */
/**
 * @param {TreeNode} root
 * @param {number} sum
 * @return {number}
 */
var pathSum = function(root, S) {
  let ans = 0;
  
  function go(node, sum) {
    if(node===null) return;
    sum += node.val;
    if(sum===S) ans++;
    go(node.left, sum);
    go(node.right, sum);
  }
  
  function start(node) {
    if(node===null) return;
    go(node, 0);
    start(node.left);
    start(node.right);
  }
  start(root);
  return ans;
};",111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
377482318,javascript,"2 days, 3 hours",1596814677,Accepted,88 ms,/submissions/detail/377482318/,Not Pending,Vertical Order Traversal of a Binary Tree,38.8 MB,"/**
 * Definition for a binary tree node.
 * function TreeNode(val, left, right) {
 *     this.val = (val===undefined ? 0 : val)
 *     this.left = (left===undefined ? null : left)
 *     this.right = (right===undefined ? null : right)
 * }
 */
/**
 * @param {TreeNode} root
 * @return {number[][]}
 */
var verticalTraversal = function(root) {
  let d={};
  
  let que=[[root,0,0]];
  let next=[];
   while(que.length>0) {
    for(let v of que) {
      if(v===null) continue;
      const node=v[0];
      const x=v[1];
      const y=v[2];
      
      if(d[x]===undefined) d[x]=[];
      d[x].push([node.val,y]);
      
      if(node.left!==null) next.push([node.left,x-1,y-1]);
      if(node.right!==null) next.push([node.right,x+1,y-1]);
    }
    que=[...next];
    next.length=0;
  }
  //console.log(d);
  return Object.keys(d).sort((a,b)=>a-b).map(x=>(d[x].sort((a,b)=>a[0]-b[0]).sort((a,b)=>b[1]-a[1]).map(y=>y[0])));
};",111111111111111111111111111111
377479381,javascript,"2 days, 3 hours",1596814157,Wrong Answer,N/A,/submissions/detail/377479381/,Not Pending,Vertical Order Traversal of a Binary Tree,N/A,"/**
 * Definition for a binary tree node.
 * function TreeNode(val, left, right) {
 *     this.val = (val===undefined ? 0 : val)
 *     this.left = (left===undefined ? null : left)
 *     this.right = (right===undefined ? null : right)
 * }
 */
/**
 * @param {TreeNode} root
 * @return {number[][]}
 */
var verticalTraversal = function(root) {
  let d={};
  
  let que=[[root,0]];
  let next=[];
   while(que.length>0) {
    for(let v of que) {
      if(v===null) continue;
      const node=v[0];
      const x=v[1];
      
      if(d[x]===undefined) d[x]=[];
      d[x].push(node.val);
      
      if(node.left!==null) next.push([node.left,x-1]);
      if(node.right!==null) next.push([node.right,x+1]);
    }
    que=[...next];
    next.length=0;
  }
  
  return Object.keys(d).sort((a,b)=>a-b).map(x=>d[x]);
};",111111111111011010000000000000
377475498,javascript,"2 days, 4 hours",1596813452,Wrong Answer,N/A,/submissions/detail/377475498/,Not Pending,Vertical Order Traversal of a Binary Tree,N/A,"/**
 * Definition for a binary tree node.
 * function TreeNode(val, left, right) {
 *     this.val = (val===undefined ? 0 : val)
 *     this.left = (left===undefined ? null : left)
 *     this.right = (right===undefined ? null : right)
 * }
 */
/**
 * @param {TreeNode} root
 * @return {number[][]}
 */
var verticalTraversal = function(root) {
  let d={};
  function solve(node, x) {
    if(node===null) return;
    if(d[x]===undefined) d[x] = [];
    d[x].push(node.val);
    solve(node.left, x-1);
    solve(node.right, x+1);
  }
  solve(root, 0);
  return Object.keys(d).sort((a,b)=>a-b).map(x=>d[x]);
};",111111111011000000000000000000
376960754,javascript,"3 days, 6 hours",1596718092,Accepted,120 ms,/submissions/detail/376960754/,Not Pending,Find All Duplicates in an Array,45.3 MB,"/**
 * @param {number[]} nums
 * @return {number[]}
 */
var findDuplicates = function(A) {
  let n = A.length;
  for(let i=0;i<n;++i) A[i] = A[i]-1;
  for(let i=0;i<n;++i) {
    let u = A[i] % n;
    A[u] += n;
  }
  const ans=[];
  for(let i=0;i<n;++i) {
    if(A[i]>=2*n) {
      ans.push(i+1);
    }
  }
  return ans;
};",1111111111111111111111111111
376960407,javascript,"3 days, 6 hours",1596718022,Wrong Answer,N/A,/submissions/detail/376960407/,Not Pending,Find All Duplicates in an Array,N/A,"/**
 * @param {number[]} nums
 * @return {number[]}
 */
var findDuplicates = function(A) {
  let n = A.length;
  for(let i=0;i<n;++i) A[i] = A[i]-1;
  for(let i=0;i<n;++i) {
    let u = A[i] % n;
    A[u] += n;
  }
  const ans=[];
  for(let i=0;i<n;++i) {
    if(A[i]>2*n) {
      ans.push(i+1);
    }
  }
  return ans;
};",1110111111100011000011000011
376481512,javascript,"4 days, 5 hours",1596635188,Accepted,348 ms,/submissions/detail/376481512/,Not Pending,Add and Search Word - Data structure design,81.1 MB,"/**
 * Initialize your data structure here.
 */

function Trie(c) {
  this.ch = c;
  this.next = new Map();
  this.endsHere = false;
}

var WordDictionary = function() {
  this.head = new Trie(null); 
};


/**
 * Adds a word into the data structure. 
 * @param {string} word
 * @return {void}
 */
WordDictionary.prototype.addWord = function(w) {
  function add(node, s, i) {
    if(i===s.length) {
      node.endsHere = true;
      return;
    }
    if(!node.next.has(s[i])) {
      node.next.set(s[i], new Trie(s[i]));    
    }
    add(node.next.get(s[i]), s, i+1);
  }
  add(this.head, w.split``, 0);
};

/**
 * Returns if the word is in the data structure. A word could contain the dot character '.' to represent any one letter. 
 * @param {string} word
 * @return {boolean}
 */
WordDictionary.prototype.search = function(w) {
  let v = {};
  
  function find(node, s, i) {
    if(i===s.length) {
      return node.endsHere;
    }
    if(node === null) return false;
    if(v[s,i]!==undefined) return false;
    v[s[i]+"" ""+i] = true;
    if(s[i]!==""."") {
      return node.next.has(s[i]) && find(node.next.get(s[i]), s, i+1);
    } else {
      for(c of ""abcdefghijklmnopqrstuvwxyz"".split``) {
        if(node.next.has(c) && find(node.next.get(c), s, i+1))
          return true;
      }
    }
    return false;
  }
  const ans = find(this.head, w.split``, 0); 
  return ans;
};

/** 
 * Your WordDictionary object will be instantiated and called as such:
 * var obj = new WordDictionary()
 * obj.addWord(word)
 * var param_2 = obj.search(word)
 */",1111111111111
376474435,javascript,"4 days, 5 hours",1596633784,Wrong Answer,N/A,/submissions/detail/376474435/,Not Pending,Add and Search Word - Data structure design,N/A,"/**
 * Initialize your data structure here.
 */

function Trie(c) {
  this.ch = c;
  this.next = {};
}

var WordDictionary = function() {
  this.head = new Trie(null); 
};


/**
 * Adds a word into the data structure. 
 * @param {string} word
 * @return {void}
 */
WordDictionary.prototype.addWord = function(w) {
  function add(node, s, i) {
    if(i===s.length) return;
    node.next[s[i]] = new Trie(s[i]);
    add(node.next[s[i]], s, i+1);
  }
  add(this.head, w.split``, 0);
};

/**
 * Returns if the word is in the data structure. A word could contain the dot character '.' to represent any one letter. 
 * @param {string} word
 * @return {boolean}
 */
WordDictionary.prototype.search = function(w) {
  let v = {};
  
  function find(node, s, i) {
    if(i===s.length) return true;
    if(node === null) return false;
    if(v[s,i]!==undefined) return false;
    v[(s,i)] = true;
    //console.log(i+ "" ""+s[i]);
    //console.log(node);
    if(s[i]!=='.') {
      return node.next[s[i]] !== undefined && find(node.next[s[i]], s, i+1);
    } else {
      for(c of ""abcdefghijklmnopqrstuvwxyz"".split``) {
        if(node.next[c] !== undefined && find(node.next[c], s, i+1))
          return true;
      }
    }
    return false;
  }
  return find(this.head, w.split``, 0); 
};

/** 
 * Your WordDictionary object will be instantiated and called as such:
 * var obj = new WordDictionary()
 * obj.addWord(word)
 * var param_2 = obj.search(word)
 */",1111111100010
376291834,javascript,"4 days, 15 hours",1596600605,Accepted,156 ms,/submissions/detail/376291834/,Not Pending,Deepest Leaves Sum,47.3 MB,"/**
 * Definition for a binary tree node.
 * function TreeNode(val, left, right) {
 *     this.val = (val===undefined ? 0 : val)
 *     this.left = (left===undefined ? null : left)
 *     this.right = (right===undefined ? null : right)
 * }
 */
/**
 * @param {TreeNode} root
 * @return {number}
 */
var deepestLeavesSum = function(root) {
  let ret=0;
  let maxi=0;
  
  function solve(n, d) {
    if(n===null) return;
    if(maxi<d) {
      maxi = d;
      ret = 0;
    }
    if(maxi===d) ret += n.val;
    solve(n.left, d+1);
    solve(n.right, d+1);
  }
  
  solve(root, 0);
  return ret;
};",111111111111111
376290654,javascript,"4 days, 15 hours",1596600452,Accepted,92 ms,/submissions/detail/376290654/,Not Pending,Group the People Given the Group Size They Belong To,40.6 MB,"/**
 * @param {number[]} groupSizes
 * @return {number[][]}
 */
var groupThePeople = function(G) {
  let d={};
  
  G.map((x,i)=>d[x]===undefined?d[x]=[i]:d[x].push(i));
  
  let ret = [];
  for(k of Object.keys(d)) {
    while(d[k].length>0) {
      ret.push(d[k].splice(0,k));
    }
  }
  return ret;
};",111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
376283255,javascript,"4 days, 15 hours",1596599489,Accepted,148 ms,/submissions/detail/376283255/,Not Pending,Shortest Unsorted Continuous Subarray,39.4 MB,"/**
 * @param {number[]} nums
 * @return {number}
 */
var findUnsortedSubarray = function(A) {
  const n=A.length;
  let B=[...A].sort((a,b)=>a-b);
  let mini=n-1;
  let maxi=0;
  
  for(let i=0;i<n;i++) {
    if(A[i]!==B[i]) {
      mini = Math.min(mini, i);
      maxi = Math.max(maxi, i);
    }
  }
  
  return mini>=maxi ? 0 : maxi-mini+1;
};",1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
376282613,javascript,"4 days, 15 hours",1596599401,Wrong Answer,N/A,/submissions/detail/376282613/,Not Pending,Shortest Unsorted Continuous Subarray,N/A,"/**
 * @param {number[]} nums
 * @return {number}
 */
var findUnsortedSubarray = function(A) {
  const n=A.length;
  let B=[...A].sort((a,b)=>a-b);
  let mini=n-1;
  let maxi=0;
  
  for(let i=0;i<n;i++) {
    if(A[i]!==B[i]) {
      mini = Math.min(mini, i);
      maxi = Math.max(maxi, i);
    }
  }
  
  return maxi-mini+1;
};",1001111011111101011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110011111111100110111111011001111110110011111111111111111110111111010111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
376280255,javascript,"4 days, 15 hours",1596599078,Accepted,108 ms,/submissions/detail/376280255/,Not Pending,Unique Email Addresses,41.6 MB,"/**
 * @param {string[]} emails
 * @return {number}
 */
var numUniqueEmails = function(emails) {
  let S=new Set();
  for(let e of emails) {
    e = e.split('@');
    S.add(e[0].replace(/\./g, """").split('+')[0]+""@""+e[1]);
  }
  console.log(S);
  return S.size;
};",1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
376277732,javascript,"4 days, 15 hours",1596598752,Wrong Answer,N/A,/submissions/detail/376277732/,Not Pending,Unique Email Addresses,N/A,"/**
 * @param {string[]} emails
 * @return {number}
 */
var numUniqueEmails = function(emails) {
  let S=new Set();
  for(let e of emails) {
    e = e.split('@');
    S.add(e[0].replace('.','').split('+')[0]+""@""+e[1]);
  }
  console.log(S);
  return S.size;
};",0111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
376277129,javascript,"4 days, 15 hours",1596598668,Wrong Answer,N/A,/submissions/detail/376277129/,Not Pending,Unique Email Addresses,N/A,"/**
 * @param {string[]} emails
 * @return {number}
 */
var numUniqueEmails = function(emails) {
  let S=new Set();
  for(let e of emails) {
    e = e.replace('.','').split('@');
    S.add(e[0].split('+')[0]+""@""+e[1]);
  }
  return S.size;
};",1111101111111010111011010000100000000101110000010110001000000010001011110111000000101000101111110001110010001000001111100110111000011100011010101011000011111010001111110000001100110100
376010671,javascript,"5 days, 3 hours",1596557499,Accepted,84 ms,/submissions/detail/376010671/,Not Pending,Sum of Root To Leaf Binary Numbers,38.6 MB,"/**
 * Definition for a binary tree node.
 * function TreeNode(val, left, right) {
 *     this.val = (val===undefined ? 0 : val)
 *     this.left = (left===undefined ? null : left)
 *     this.right = (right===undefined ? null : right)
 * }
 */
/**
 * @param {TreeNode} root
 * @return {number}
 */
var sumRootToLeaf = function(root) {
  let ret = 0;
  function solve(node, s) {
    if(node===null) {
      return;
    } 
    if(node.left===null && node.right === null) {
      ret += parseInt(s+node.val, 2);
      return; 
    }
    solve(node.left, s+node.val);
    solve(node.right, s+node.val);
  }
  solve(root, """");
  return ret;
};",111111111111111111111111111111111111111111111111111111111111111
376009871,javascript,"5 days, 3 hours",1596557399,Wrong Answer,N/A,/submissions/detail/376009871/,Not Pending,Sum of Root To Leaf Binary Numbers,N/A,"/**
 * Definition for a binary tree node.
 * function TreeNode(val, left, right) {
 *     this.val = (val===undefined ? 0 : val)
 *     this.left = (left===undefined ? null : left)
 *     this.right = (right===undefined ? null : right)
 * }
 */
/**
 * @param {TreeNode} root
 * @return {number}
 */
var sumRootToLeaf = function(root) {
  let ret = 0;
  function solve(node, s) {
    if(node===null) {
      ret += parseInt(s, 2);
      return;
    } 
    solve(node.left, s+node.val);
    solve(node.right, s+node.val);
  }
  solve(root, """");
  return ret/2;
};",111001101111111111111111111111111111000000000000000000000000000
376003690,javascript,"5 days, 3 hours",1596556569,Accepted,76 ms,/submissions/detail/376003690/,Not Pending,Univalued Binary Tree,37.4 MB,"/**
 * Definition for a binary tree node.
 * function TreeNode(val, left, right) {
 *     this.val = (val===undefined ? 0 : val)
 *     this.left = (left===undefined ? null : left)
 *     this.right = (right===undefined ? null : right)
 * }
 */
/**
 * @param {TreeNode} root
 * @return {boolean}
 */
var isUnivalTree = function(root) {
  function solve(node, val) {
    if(node===null) return true;
    if(node.val!==val) return false;
    return solve(node.left, val) && solve(node.right, val);
  }
  return solve(root, root.val);
};",111111111111111111111111111111111111111111111111111111111111111111111111
376001868,javascript,"5 days, 3 hours",1596556326,Accepted,96 ms,/submissions/detail/376001868/,Not Pending,Relative Sort Array,37.2 MB,"/**
 * @param {number[]} arr1
 * @param {number[]} arr2
 * @return {number[]}
 */
var relativeSortArray = function(A,B) {
  let d={};
  B.map((x,i)=>d[x]=i);
  const C=A.filter(x=>d[x]===undefined).sort((a,b)=>a-b);
  return A.filter(x=>d[x]!==undefined).sort((a,b)=>(d[a]-d[b])).concat(C);
};",1111111111111111
375997634,javascript,"5 days, 3 hours",1596555782,Wrong Answer,N/A,/submissions/detail/375997634/,Not Pending,Relative Sort Array,N/A,"/**
 * @param {number[]} arr1
 * @param {number[]} arr2
 * @return {number[]}
 */
var relativeSortArray = function(A,B) {
  let d={};
  B.map((x,i)=>d[x]=i);
  return A.sort((a,b)=>(d[a]-d[b]));
};",1000001010101010
375996227,javascript,"5 days, 3 hours",1596555602,Accepted,168 ms,/submissions/detail/375996227/,Not Pending,Find Common Characters,43.9 MB,"/**
 * @param {string[]} A
 * @return {string[]}
 */
var commonChars = function(A) {
  let d={};
  let ret=[];
  A=A.map(x=>x.split``);
  for(let c of ""abcdefghijklmnopqrstuvwxyz"") {
    let mini = 2147483647;
    for(let w of A) {
      let cnt = w.filter(x=>x===c).length;
      mini=Math.min(mini,cnt);
    }
    ret += c.repeat(mini);
  }
  return ret.split``;
};",11111111111111111111111111111111111111111111111111111111111111111111111111111111111
375994396,javascript,"5 days, 3 hours",1596555358,Wrong Answer,N/A,/submissions/detail/375994396/,Not Pending,Find Common Characters,N/A,"/**
 * @param {string[]} A
 * @return {string[]}
 */
var commonChars = function(A) {
  let d={};
  for(let w of A) {
    w.split``.map(c=>d[c]=1+(d[c]||0));
  }
  let ret=[];
  for(let c of Object.keys(d)) {
    ret+=c.repeat(Math.floor(d[c]/A.length));
  }
  return ret.split``;
};",11000000000000000000000000000000000000000000000000000000000000000000000000000000001
375991340,javascript,"5 days, 3 hours",1596554958,Accepted,80 ms,/submissions/detail/375991340/,Not Pending,Remove All Adjacent Duplicates In String,44.4 MB,"/**
 * @param {string} S
 * @return {string}
 */
var removeDuplicates = function(S) {
  const stk=[];
  for(let x of S) {
    stk.push(x);
    if(stk.length<=1) continue;
    if(stk[stk.length-1]==stk[stk.length-2]) {
      stk.pop();
      stk.pop();
    }
  }
  return stk.join``;
};",11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
375988281,javascript,"5 days, 3 hours",1596554572,Accepted,248 ms,/submissions/detail/375988281/,Not Pending,Minimum Number of Steps to Make Two Strings Anagram,44.2 MB,"/**
 * @param {string} s
 * @param {string} t
 * @return {number}
 */
var minSteps = function(s, t) {
  let d={};
  const L=""abcdefghijklmnopqrstuvwxyz"";
  for(let x of L) d[x]=0;
  for(let x of s) d[x]++;
  for(let x of t) d[x]--;
  return L.split``.map(x=>Math.abs(d[x])).reduce((a,x)=>a+x) / 2;
};
",111111111111111111111111111111111111111111111111111111111111111
375882981,javascript,"5 days, 8 hours",1596537963,Accepted,112 ms,/submissions/detail/375882981/,Not Pending,Power of Four,38.2 MB,"/**
 * @param {number} num
 * @return {boolean}
 */
var isPowerOfFour = function(n) {
  if(n===0) return false;
  if(n!==(n&-n)) return false;
  return  (1431655765 & n) === n;
};",1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
375879080,javascript,"5 days, 8 hours",1596537152,Accepted,108 ms,/submissions/detail/375879080/,Not Pending,Power of Four,38.3 MB,"/**
 * @param {number} num
 * @return {boolean}
 */
var isPowerOfFour = function(n) {
  if(n===0) return false;
  if(n===1) return true;
  if(n!==(n&-n)) return false;
  return  (1431655765 & n) === n;
};",1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
